Sample	Name	Time Desc	Time	Time Unit	Donor	CNhs	Time Course	Time Course Id	Species	Series
12629-134F1	H9 Embryoid body cells, melanocytic induction	 day03	4320	mins	 biol_rep1 (H9EB-1 d3)	CNhs12895	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
12727-135G9	H9 Embryoid body cells, melanocytic induction	 day03	4320	mins	 biol_rep2 (H9EB-2 d3)	CNhs12827	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
12825-136I8	H9 Embryoid body cells, melanocytic induction	 day03	4320	mins	 biol_rep3 (H9EB-3 d3)	CNhs12910	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
13330-143B9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day03	4320	mins	 biol_rep1	CNhs13655	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13342-143D3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day03	4320	mins	 biol_rep2	CNhs13715	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13354-143E6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day03	4320	mins	 biol_rep3	CNhs13727	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
14360-155I4	ES-46C embryonic stem cells, neuronal differentiation	 day03	4320	mins	 biol_rep1	CNhs14107	ES to neuron	ES_to_neuron	Mouse	In vitro differentiation
14365-155I9	ES-46C embryonic stem cells, neuronal differentiation	 day03	4320	mins	 biol_rep2	CNhs14112	ES to neuron	ES_to_neuron	Mouse	In vitro differentiation
12319-130G6	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day03	4320	mins	 biol_rep1 (072hA1)	CNhs13126	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12441-132C2	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day03	4320	mins	 biol_rep2 (072hA2)	CNhs13255	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12563-133G7	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day03	4320	mins	 biol_rep3 (072hA3)	CNhs13304	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12334-130I3	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day03	4320	mins	 biol_rep1 (072hB1)	CNhs13141	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12456-132D8	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day03	4320	mins	 biol_rep2 (072hB2)	CNhs13271	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12578-133I4	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day03	4320	mins	 biol_rep3 (072hB3)	CNhs13320	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
13499-145C7	Myoblast differentiation to myotubes	 day03	4320	mins	 Duchenne Muscular Dystrophy donor1	CNhs14589	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13508-145D7	Myoblast differentiation to myotubes	 day03	4320	mins	 Duchenne Muscular Dystrophy donor2	CNhs14599	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13472-144I7	Myoblast differentiation to myotubes	 day03	4320	mins	 control donor1	CNhs13850	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13481-145A7	Myoblast differentiation to myotubes	 day03	4320	mins	 control donor2	CNhs14571	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13490-145B7	Myoblast differentiation to myotubes	 day03	4320	mins	 control donor3	CNhs14580	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
12983-138I4	EBF KO HPCs induced to T cell	 day03	4320	mins	 biol_rep1	CNhs11059	T-cell differentiation	T-cell_differentiation	Mouse	Early response
12999-139B2	EBF KO HPCs induced to T cell	 day03	4320	mins	 biol_rep2	CNhs13684	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13015-139C9	EBF KO HPCs induced to T cell	 day03	4320	mins	 biol_rep3	CNhs13593	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13300-142H6	trophoblast stem cell line B1 differentiation	 day03	4320	mins	 biol_rep1	CNhs13529	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13286-142G1	trophoblast stem cell line R1AB differentiation	 day03	4320	mins	 biol_rep1	CNhs13516	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13293-142G8	trophoblast stem cell line Rybp differentiation	 day03	4320	mins	 biol_rep1	CNhs13522	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13331-143C1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day04	5760	mins	 biol_rep1	CNhs13656	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13343-143D4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day04	5760	mins	 biol_rep2	CNhs13716	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13355-143E7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day04	5760	mins	 biol_rep3	CNhs13728	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
14361-155I5	ES-46C embryonic stem cells, neuronal differentiation	 day04	5760	mins	 biol_rep1	CNhs14108	ES to neuron	ES_to_neuron	Mouse	In vitro differentiation
14366-156A1	ES-46C embryonic stem cells, neuronal differentiation	 day04	5760	mins	 biol_rep2	CNhs14113	ES to neuron	ES_to_neuron	Mouse	In vitro differentiation
12320-130G7	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day04	5760	mins	 biol_rep1 (096hA1)	CNhs13127	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12442-132C3	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day04	5760	mins	 biol_rep2 (096hA2)	CNhs13256	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12564-133G8	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day04	5760	mins	 biol_rep3 (096hA3)	CNhs13305	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
13268-142E1	mesenchymal stem cells (adipose derived), adipogenic induction	 day04	5760	mins	 biol_rep1	CNhs13622	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13270-142E3	mesenchymal stem cells (adipose derived), adipogenic induction	 day04	5760	mins	 biol_rep3	CNhs13624	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
12335-130I4	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day04	5760	mins	 biol_rep1 (096hB1)	CNhs13142	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12457-132D9	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day04	5760	mins	 biol_rep2 (096hB2)	CNhs13272	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12579-133I5	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day04	5760	mins	 biol_rep3 (096hB3)	CNhs13321	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
13500-145C8	Myoblast differentiation to myotubes	 day04	5760	mins	 Duchenne Muscular Dystrophy donor1	CNhs14590	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13509-145D8	Myoblast differentiation to myotubes	 day04	5760	mins	 Duchenne Muscular Dystrophy donor2	CNhs14600	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13518-145E8	Myoblast differentiation to myotubes	 day04	5760	mins	 Duchenne Muscular Dystrophy donor3	CNhs14609	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13473-144I8	Myoblast differentiation to myotubes	 day04	5760	mins	 control donor1	CNhs13851	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13482-145A8	Myoblast differentiation to myotubes	 day04	5760	mins	 control donor2	CNhs14572	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13491-145B8	Myoblast differentiation to myotubes	 day04	5760	mins	 control donor3	CNhs14581	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13019-139D4	Adipocyte differentiation	 day04	5760	mins	 donor1	CNhs12516	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
13022-139D7	Adipocyte differentiation	 day04	5760	mins	 donor2	CNhs13410	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
13025-139E1	Adipocyte differentiation	 day04	5760	mins	 donor3	CNhs13413	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
13028-139E4	Adipocyte differentiation	 day04	5760	mins	 donor4	CNhs13417	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
12675-135B2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 day04	5760	mins	 biol_rep1 (A1 T13)	CNhs12394	Saos calcification	Saos_calcification	Human	Early response
12773-136D1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 day04	5760	mins	 biol_rep2 (A2 T13)	CNhs12873	Saos calcification	Saos_calcification	Human	Early response
12871-137E9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 day04	5760	mins	 biol_rep3 (A3 T13)	CNhs12887	Saos calcification	Saos_calcification	Human	Early response
12984-138I5	EBF KO HPCs induced to T cell	 day04	5760	mins	 biol_rep1	CNhs12241	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13000-139B3	EBF KO HPCs induced to T cell	 day04	5760	mins	 biol_rep2	CNhs13686	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13016-139D1	EBF KO HPCs induced to T cell	 day04	5760	mins	 biol_rep3	CNhs13595	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13301-142H7	trophoblast stem cell line B1 differentiation	 day04	5760	mins	 biol_rep1	CNhs13635	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13287-142G2	trophoblast stem cell line R1AB differentiation	 day04	5760	mins	 biol_rep1	CNhs13517	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13294-142G9	trophoblast stem cell line Rybp differentiation	 day04	5760	mins	 biol_rep1	CNhs13523	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13332-143C2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day05	7200	mins	 biol_rep1	CNhs13657	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13344-143D5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day05	7200	mins	 biol_rep2	CNhs13717	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13356-143E8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day05	7200	mins	 biol_rep3	CNhs13729	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
12321-130G8	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day05	7200	mins	 biol_rep1 (120hA1)	CNhs13128	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12443-132C4	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day05	7200	mins	 biol_rep2 (120hA2)	CNhs13257	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12565-133G9	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day05	7200	mins	 biol_rep3 (120hA3)	CNhs13306	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12336-130I5	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day05	7200	mins	 biol_rep1 (120hB1)	CNhs13144	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12458-132E1	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day05	7200	mins	 biol_rep2 (120hB2)	CNhs13273	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12580-133I6	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day05	7200	mins	 biol_rep3 (120hB3)	CNhs13322	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12985-138I6	EBF KO HPCs induced to T cell	 day05	7200	mins	 biol_rep1	CNhs12242	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13001-139B4	EBF KO HPCs induced to T cell	 day05	7200	mins	 biol_rep2	CNhs12992	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13017-139D2	EBF KO HPCs induced to T cell	 day05	7200	mins	 biol_rep3	CNhs13596	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13302-142H8	trophoblast stem cell line B1 differentiation	 day05	7200	mins	 biol_rep1	CNhs13636	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13288-142G3	trophoblast stem cell line R1AB differentiation	 day05	7200	mins	 biol_rep1	CNhs13518	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13295-142H1	trophoblast stem cell line Rybp differentiation	 day05	7200	mins	 biol_rep1	CNhs13524	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
12630-134F2	H9 Embryoid body cells, melanocytic induction	 day06	8640	mins	 biol_rep1 (H9EB-1 d6)	CNhs12896	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
12728-135H1	H9 Embryoid body cells, melanocytic induction	 day06	8640	mins	 biol_rep2 (H9EB-2 d6)	CNhs12828	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
12826-136I9	H9 Embryoid body cells, melanocytic induction	 day06	8640	mins	 biol_rep3 (H9EB-3 d6)	CNhs12911	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
13333-143C3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day06	8640	mins	 biol_rep1	CNhs13658	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13345-143D6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day06	8640	mins	 biol_rep2	CNhs13718	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13357-143E9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day06	8640	mins	 biol_rep3	CNhs13730	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13446-144F8	iPS differentiation to neuron, down-syndrome donor C18-CCL54	 day06	8640	mins	 rep1	CNhs13831	Human iPS to neuron (Down's syndrome) 1	Human_iPS_to_neuron_(Down's syndrome)_1	Human	In vitro differentiation
13450-144G3	iPS differentiation to neuron, down-syndrome donor C18-CCL54	 day06	8640	mins	 rep2	CNhs13844	Human iPS to neuron (Down's syndrome) 1	Human_iPS_to_neuron_(Down's syndrome)_1	Human	In vitro differentiation
13454-144G7	iPS differentiation to neuron, down-syndrome donor C18-CCL54	 day06	8640	mins	 rep3	CNhs14057	Human iPS to neuron (Down's syndrome) 1	Human_iPS_to_neuron_(Down's syndrome)_1	Human	In vitro differentiation
13458-144H2	iPS differentiation to neuron, down-syndrome donor C18-CCL54	 day06	8640	mins	 rep1	CNhs13836	Human iPS to neuron (Down's syndrome) 2	Human_iPS_to_neuron_(Down's syndrome)_2	Human	In vitro differentiation
13462-144H6	iPS differentiation to neuron, down-syndrome donor C18-CCL54	 day06	8640	mins	 rep2	CNhs14061	Human iPS to neuron (Down's syndrome) 2	Human_iPS_to_neuron_(Down's syndrome)_2	Human	In vitro differentiation
13466-144I1	iPS differentiation to neuron, down-syndrome donor C18-CCL54	 day06	8640	mins	 rep3	CNhs14064	Human iPS to neuron (Down's syndrome) 2	Human_iPS_to_neuron_(Down's syndrome)_2	Human	In vitro differentiation
13426-144D6	iPS differentiation to neuron, control donor C11-CRL2429	 day06	8640	mins	 rep2	CNhs13823	Human iPS to neuron (wt) 1	Human_iPS_to_neuron_(wt)_1	Human	In vitro differentiation
13422-144D2	iPS differentiation to neuron, control donor C11-CRL2429	 day06	8640	mins	 rep1	CNhs14046	Human iPS to neuron (wt) 1	Human_iPS_to_neuron_(wt)_1	Human	In vitro differentiation
13430-144E1	iPS differentiation to neuron, control donor C11-CRL2429	 day06	8640	mins	 rep3	CNhs14050	Human iPS to neuron (wt) 1	Human_iPS_to_neuron_(wt)_1	Human	In vitro differentiation
13434-144E5	iPS differentiation to neuron, control donor C32-CRL1502	 day06	8640	mins	 rep1	CNhs13827	Human iPS to neuron (wt) 2	Human_iPS_to_neuron_(wt)_2	Human	In vitro differentiation
13438-144E9	iPS differentiation to neuron, control donor C32-CRL1502	 day06	8640	mins	 rep2	CNhs13840	Human iPS to neuron (wt) 2	Human_iPS_to_neuron_(wt)_2	Human	In vitro differentiation
13442-144F4	iPS differentiation to neuron, control donor C32-CRL1502	 day06	8640	mins	 rep3	CNhs14053	Human iPS to neuron (wt) 2	Human_iPS_to_neuron_(wt)_2	Human	In vitro differentiation
12322-130G9	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day06	8640	mins	 biol_rep1 (144hA1)	CNhs13129	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12444-132C5	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day06	8640	mins	 biol_rep2 (144hA2)	CNhs13258	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12566-133H1	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 day06	8640	mins	 biol_rep3 (144hA3)	CNhs13307	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12337-130I6	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day06	8640	mins	 biol_rep1 (144hB1)	CNhs11940	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12459-132E2	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day06	8640	mins	 biol_rep2 (144hB2)	CNhs13274	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12581-133I7	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 day06	8640	mins	 biol_rep3 (144hB3)	CNhs13323	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
13501-145C9	Myoblast differentiation to myotubes	 day06	8640	mins	 Duchenne Muscular Dystrophy donor1	CNhs14591	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13519-145E9	Myoblast differentiation to myotubes	 day06	8640	mins	 Duchenne Muscular Dystrophy donor3	CNhs14610	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13474-144I9	Myoblast differentiation to myotubes	 day06	8640	mins	 control donor1	CNhs13852	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13483-145A9	Myoblast differentiation to myotubes	 day06	8640	mins	 control donor2	CNhs14573	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13492-145B9	Myoblast differentiation to myotubes	 day06	8640	mins	 control donor3	CNhs14582	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
12986-138I7	EBF KO HPCs induced to T cell	 day06	8640	mins	 biol_rep1	CNhs11060	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13002-139B5	EBF KO HPCs induced to T cell	 day06	8640	mins	 biol_rep2	CNhs12993	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13303-142H9	trophoblast stem cell line B1 differentiation	 day06	8640	mins	 biol_rep1	CNhs13530	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13289-142G4	trophoblast stem cell line R1AB differentiation	 day06	8640	mins	 biol_rep1	CNhs13482	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13296-142H2	trophoblast stem cell line Rybp differentiation	 day06	8640	mins	 biol_rep1	CNhs13525	trophoblast differentiation	trophoblast_differentiation	Mouse	In vitro differentiation
13346-143D7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day07	10080	mins	 biol_rep2	CNhs13719	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13358-143F1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day07	10080	mins	 biol_rep3	CNhs13731	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
12676-135B3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 day07	10080	mins	 biol_rep1 (A1 T14)	CNhs12395	Saos calcification	Saos_calcification	Human	Early response
12774-136D2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 day07	10080	mins	 biol_rep2 (A2 T14)	CNhs12874	Saos calcification	Saos_calcification	Human	Early response
12872-137F1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 day07	10080	mins	 biol_rep3 (A3 T14)	CNhs12888	Saos calcification	Saos_calcification	Human	Early response
13335-143C5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day08	11520	mins	 biol_rep1	CNhs13660	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13347-143D8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day08	11520	mins	 biol_rep2	CNhs13720	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13359-143F2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day08	11520	mins	 biol_rep3	CNhs13732	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13271-142E4	mesenchymal stem cells (adipose derived), adipogenic induction	 day08	11520	mins	 biol_rep1	CNhs13625	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13272-142E5	mesenchymal stem cells (adipose derived), adipogenic induction	 day08	11520	mins	 biol_rep2	CNhs13626	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13273-142E6	mesenchymal stem cells (adipose derived), adipogenic induction	 day08	11520	mins	 biol_rep3	CNhs13627	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13502-145D1	Myoblast differentiation to myotubes	 day08	11520	mins	 Duchenne Muscular Dystrophy donor1	CNhs14592	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13511-145E1	Myoblast differentiation to myotubes	 day08	11520	mins	 Duchenne Muscular Dystrophy donor2	CNhs14602	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13520-145F1	Myoblast differentiation to myotubes	 day08	11520	mins	 Duchenne Muscular Dystrophy donor3	CNhs14611	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13475-145A1	Myoblast differentiation to myotubes	 day08	11520	mins	 control donor1	CNhs13853	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13484-145B1	Myoblast differentiation to myotubes	 day08	11520	mins	 control donor2	CNhs14574	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13493-145C1	Myoblast differentiation to myotubes	 day08	11520	mins	 control donor3	CNhs14583	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13020-139D5	Adipocyte differentiation	 day08	11520	mins	 donor1	CNhs12517	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
13023-139D8	Adipocyte differentiation	 day08	11520	mins	 donor2	CNhs13411	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
13026-139E2	Adipocyte differentiation	 day08	11520	mins	 donor3	CNhs13415	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
13029-139E5	Adipocyte differentiation	 day08	11520	mins	 donor4	CNhs13418	Preadipocyte to adipocyte	Preadipocyte_to_adipocyte	Human	In vitro differentiation
12631-134F3	H9 Embryoid body cells, melanocytic induction	 day09	12960	mins	 biol_rep1 (H9EB-1 d9)	CNhs12897	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
12729-135H2	H9 Embryoid body cells, melanocytic induction	 day09	12960	mins	 biol_rep2 (H9EB-2 d9)	CNhs12829	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
12827-137A1	H9 Embryoid body cells, melanocytic induction	 day09	12960	mins	 biol_rep3 (H9EB-3 d9)	CNhs12951	Embryoid body to melanocyte	Embryoid_body_to_melanocyte	Human	In vitro differentiation
13336-143C6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day09	12960	mins	 biol_rep1	CNhs13661	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13348-143D9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day09	12960	mins	 biol_rep2	CNhs13721	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13360-143F3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day09	12960	mins	 biol_rep3	CNhs13733	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13337-143C7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day10	14400	mins	 biol_rep1	CNhs13662	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13349-143E1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day10	14400	mins	 biol_rep2	CNhs13722	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13361-143F4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction	 day10	14400	mins	 biol_rep3	CNhs13734	ES to cardiomyocyte	ES_to_cardiomyocyte	Human	In vitro differentiation
13503-145D2	Myoblast differentiation to myotubes	 day10	14400	mins	 Duchenne Muscular Dystrophy donor1	CNhs14594	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13512-145E2	Myoblast differentiation to myotubes	 day10	14400	mins	 Duchenne Muscular Dystrophy donor2	CNhs14603	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13521-145F2	Myoblast differentiation to myotubes	 day10	14400	mins	 Duchenne Muscular Dystrophy donor3	CNhs14612	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13476-145A2	Myoblast differentiation to myotubes	 day10	14400	mins	 control donor1	CNhs13854	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
13485-145B2	Myoblast differentiation to myotubes	 day10	14400	mins	 control donor2	CNhs14575	Myoblast to myotube (wt and DMD)	Myoblast_to_myotube_(wt and DMD)	Human	In vitro differentiation
